Username,Review Date,Visit Date,Business,Review Title,Review Text,Rating
Ido G,"April 14, 2017",April 2017,Faidimos,best restaurant in tsaloniki,"6 adults and 2 children, after a long day of traveling, found a great comfort in the delicious food and great service. it was the best we had in five days of eating in different restaurants.",5.0
JKR16,"April 8, 2017",April 2017,Faidimos,Nice and very authentic Greek restaurant,Perfect quality of Greek cuisine. The server and co owner Faedra is giving the service a very personal note. We will come back for sure.,5.0
Petran8,"March 22, 2017",December 2016,Faidimos,Great option for lunch,"Big variety of food options, delicious food and nice environment. The female (owner ?) was not in her best mood but the service was satisfactory",4.0
yannisrondiris,"March 18, 2017",March 2017,Faidimos,Hreat & warm service + great food,"Very nice dishes. Quality meat and great cooking. Very friendly owners and very good service. Appearances (location) may be deceiving, but this is great place to visit.",5.0
Neil H,"March 16, 2017",March 2017,Faidimos,Delightful,"This place is brilliant and such good value. Its a bit tricky to find but well worth the effort. I had perfect Pork Souvlaki, no fat just succulent meat with oregano, bulgar wheat & grilled courgettes. This was all washed down with great house wine. The proprietor was wonderful and the complementary dessert was accepted gleefully. This restaurant is delightful, don`t miss it!",5.0
483hazelc,"March 14, 2017",March 2017,Faidimos,"Fantastic food, unbelievable value and a friendly host.","Everything traditional from walking in to leaving. The food was absolutely superb. We had the grilled feta as a starter with bread and it was very tasty, the bread is out of this world. As main course we had the pork knuckle which was proper...More",5.0
nicoh647,"March 11, 2017",March 2017,Faidimos,Brilliant,All dishes were excellent. Service is great and friendly. You have the time you want to eat and enjoy. Reasonable prices. One of the best place I visited so far in town !,5.0
dorianr53,"March 8, 2017",March 2017,Faidimos,Amazing Food,All the dishes we had were amazing. We had two different steak entrées and some other items. The waiters were very intentive and helpful. Would definitely eat here again.,5.0
cerendiv,"March 1, 2017",March 2017,Faidimos,Gorgeous Greek Restaurant.,"The place was cozy and awesome. Songs were great. If you want to feel yourself like yeah i'm in Greece man, you should definetly go this place. Foods were delicious too. Prices were average so you can easily getting full for little price.",5.0
charlottebI5249DY,"February 25, 2017",February 2017,Faidimos,Amazing food at a great price,Absolutely beautiful at a very reasonable price. The service was really friendly. Try the tagliata beef!,5.0
646christosk,"February 25, 2017",February 2017,Faidimos,Good choice,"The restaurant was small and inviting. Although the menu did not have many options to choose from we ordered a few appetizers as well as one main meal. The fava dip as well as the smoked mackerel with lentils were excellent. However, the pork shank...More",4.0
y0annai,"February 18, 2017",February 2017,Faidimos,Thank you for making us feeling like being at home:),"Great food, friendly personnel, really nice and cosy place! Strongly recommend it! U are gonna love if!",5.0
Chris-AllinBlusive,"February 13, 2017",January 2017,Faidimos,Taste the Taste,"Nice place , tasteful meats , a place you must visit in Thessaloniki t taste the real good food in Greece",5.0
Stelios N,"February 4, 2017",February 2017,Faidimos,Exeptional!,"Exceptional food, very friendly service, no smoking environment suitable for children and families. I would definitely go again!",5.0
kikok981,"January 30, 2017",January 2017,Faidimos,Dinner for six,"I wasn't familiar to the restaurant. It was a choice based on the very good feedback on TripAdvisor. We did not regret it. Nice environment,clear from smoke , smiling people enjoying what they were doing! The chef came out to meet us as much as...More",5.0
Tal K,"January 26, 2017",January 2017,Faidimos,Spectacular food and atmosphere,Enjoyed it so very much. The kavourmas are one of the best dishes I've had. Very affordable and beautiful place.,5.0
Probvs,"January 10, 2017",January 2017,Faidimos,Must be visited!,"Very good food, with refined greek cuisine not found elsewhere. The hospitality was great and the environment really cosy. Reasonable prices. Definitely gonna pay a visit next time I'll be in Thessaloniki! Highly recommended!",5.0
Thanos M,"January 7, 2017",December 2016,Faidimos,A good and descent meat place!,"A good meat place down-town close to ""laladika"". Everything we tasted was very tasty, well cooked and good portion. For families: Children didn't complained which is the bet!!! Good and friendly service. Atmosphere could be better as already mention to the owner.",4.0
vanyadj,"December 31, 2016",December 2016,Faidimos,The best food in Thessaloniki,We have visited a lot of restaurants in Thessaloniki and Dia Xoiros is the best by far. The food is very authentic and staff really hospitable and nice. Place to be revisited many times. Highest recommendations!!!,5.0
Voyage89607,"December 28, 2016",December 2016,Faidimos,You can't go wrong !,"Huge portions and excellent food, whatever you choose you can't go wrong. The price is very reasonable also. Definitely a must if you're looking for a restaurant in Thessaloniki.",5.0
Νικόλαος P,"December 22, 2016",December 2016,Faidimos,Exceptional once more...!!!,"We have visited many times the restaurant and we had a marvelous night once again! Every time we leave satisfied. The employees are always friendly, dishes are always fresh and tasty and the atmosphere feels like home! I definitely recommend! Thank you!",5.0
polistrik,"December 17, 2016",December 2016,Faidimos,Excellent and amazing,I ordered kotsi it was AMAZING and too much..... quickly service value for money For sure I will eat again there.,5.0
Vinka O,"November 20, 2016",November 2016,Faidimos,Very nice restorant,"very unobtrusive and pleasant atmosphere great food, excellent staff,we will comeback for sure next time",5.0
Eliannita,"November 10, 2016",October 2016,Faidimos,Amazing greek food!,"Dia xoiros is a traditional Greek cuisine restaurant. The atmosphere is cosy and friendly, whilst the personnel is always eager to help you make the choices of your preference. The food is more than delicious, the salads are fresh and the tastes are simply amazing! A must-eat!",5.0
Jonathan M,"November 10, 2016",November 2016,Faidimos,Fantastic Food and Service,The owners are very friendly and this was the best food I experienced during my stay in Thessaloniki. You even receive a complimentary dessert which changes from day to day. A great experience!,5.0
Clare M,"November 5, 2016",November 2016,Faidimos,Lots of wonderful Greek food,Delicious food. My husband had a veal ribeye that was huge and my chicken was great and far more than I could finish. Great staff.,5.0
Damien C,"October 24, 2016",October 2016,Faidimos,"Authentic quality, cheap prices",Best meal I've had in Greece so far! I was so impressed at the quality of food and friendly service. I've never had such a good meal with such large portions for such a low price! I highly recommend this place to anyone visiting Thessaloniki....More,5.0
Kyle A,"October 23, 2016",October 2016,Faidimos,"Great food, great price",Got a 3 course meal here with a friend and ended up paying less than 15 euros each. Food here is unreasonably cheap compared to how good the food is. You can't really go wrong here. Plenty of traditional Greek dishes if you want to...More,5.0
jonnybru,"October 8, 2016",October 2016,Faidimos,Fabulous restaurant,My husband and I dined at this restaurant based on the reviews posted on this site. We had a lovely meal which was cooked to perfection and we were then given a dessert on the house of the most amazing pancakes. The staff are very...More,5.0
Vlad S,"October 7, 2016",October 2016,Faidimos,Dr.,"Great food and ambiance! Fried cheese, minced meat, liver and lentiles with fish were highlits!!! And pancake with apples at thr end!!!",5.0
Jordan H,"October 2, 2016",October 2016,Faidimos,10 star meal. Top 5 in the world.,"Suggested by a local. So after a long day of exploring Thessaloniki my fellowship of brothers and I were craving for the best place in Greece to eat. Well we found it at Dia Xoiros, my friends and I easily agreed in our lives this...More",5.0
